VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z
705, 31053, 9.71173, 1.90677, 175.07649, 0.3937, -0.85827, -0.33858, 1.00, 0.58268, -0.04724, 0.81102, 1.00, 0.04834, 0.01527, 0.93652, 0.6499, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
706, 31052, 9.3417, 1.69564, 175.30528, 0.53543, -0.77953, -0.32283, 1.00, 0.51181, 0.00, 0.85827, 1.00, 0.03589, 0.00545, 0.93604, 0.64941, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
707, 31051, 9.67787, 1.98026, 175.10568, 0.49606, -0.8189, -0.29921, 1.00, 0.53543, 0.02362, 0.84252, 1.00, 0.03561, 0.01527, 0.93604, 0.6499, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
708, 31054, 10.27359, 5.97374, 166.02798, 0.95276, -0.29134, -0.09449, 1.00, 0.29134, 0.96063, -0.01575, 1.00, 0.00655, 0.22534, 0.00877, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
709, 31055, 10.07564, 5.98841, 164.89944, 0.95276, -0.27559, -0.14173, 1.00, 0.26772, 0.96063, -0.06299, 1.00, 0.00655, 0.24988, 0.00877, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
710, 31056, 10.72653, 5.80174, 164.81099, 0.87402, -0.45669, -0.15748, 1.00, 0.44094, 0.88976, -0.11811, 1.00, 0.01917, 0.24988, 0.02962, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
711, 31056, 10.72653, 5.80174, 164.81099, 0.87402, -0.45669, -0.15748, 1.00, 0.44094, 0.88976, -0.11811, 1.00, 0.01917, 0.24988, 0.02962, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
712, 31057, 11.0266, 5.74408, 165.9613, 0.86614, -0.48819, -0.12598, 1.00, 0.48819, 0.87402, -0.03937, 1.00, 0.01917, 0.22534, 0.02962, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
713, 31054, 10.27359, 5.97374, 166.02798, 0.95276, -0.29134, -0.09449, 1.00, 0.29134, 0.96063, -0.01575, 1.00, 0.00655, 0.22534, 0.00877, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
714, 31057, 11.0266, 5.74408, 165.9613, 0.86614, -0.48819, -0.12598, 1.00, 0.48819, 0.87402, -0.03937, 1.00, 0.01917, 0.22534, 0.02962, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
715, 31056, 10.72653, 5.80174, 164.81099, 0.87402, -0.45669, -0.15748, 1.00, 0.44094, 0.88976, -0.11811, 1.00, 0.01917, 0.24988, 0.02962, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
716, 31058, 11.34782, 5.31691, 164.65033, 0.6378, -0.74016, -0.18898, 1.00, 0.70866, 0.66929, -0.2126, 1.00, 0.03561, 0.24988, 0.05676, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
717, 31059, 10.47417, 5.89966, 167.30795, 0.92913, -0.34646, -0.09449, 1.00, 0.35433, 0.93701, 0.05512, 1.00, 0.00655, 0.19897, 0.00877, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
718, 31054, 10.27359, 5.97374, 166.02798, 0.95276, -0.29134, -0.09449, 1.00, 0.29134, 0.96063, -0.01575, 1.00, 0.00655, 0.22534, 0.00877, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
719, 31057, 11.0266, 5.74408, 165.9613, 0.86614, -0.48819, -0.12598, 1.00, 0.48819, 0.87402, -0.03937, 1.00, 0.01917, 0.22534, 0.02962, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
720, 31058, 11.34782, 5.31691, 164.65033, 0.6378, -0.74016, -0.18898, 1.00, 0.70866, 0.66929, -0.2126, 1.00, 0.03561, 0.24988, 0.05676, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
721, 31060, 11.74164, 5.14506, 165.82133, 0.62992, -0.75591, -0.17323, 1.00, 0.75591, 0.64567, -0.10236, 1.00, 0.03561, 0.22534, 0.05676, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
722, 31057, 11.0266, 5.74408, 165.9613, 0.86614, -0.48819, -0.12598, 1.00, 0.48819, 0.87402, -0.03937, 1.00, 0.01917, 0.22534, 0.02962, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
723, 31061, 11.60062, 4.78967, 164.55229, -0.0315, -0.95276, -0.29134, 1.00, 0.88976, 0.10236, -0.44094, 1.00, 0.04834, 0.24988, 0.07776, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
724, 31060, 11.74164, 5.14506, 165.82133, 0.62992, -0.75591, -0.17323, 1.00, 0.75591, 0.64567, -0.10236, 1.00, 0.03561, 0.22534, 0.05676, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
725, 31058, 11.34782, 5.31691, 164.65033, 0.6378, -0.74016, -0.18898, 1.00, 0.70866, 0.66929, -0.2126, 1.00, 0.03561, 0.24988, 0.05676, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
726, 31057, 11.0266, 5.74408, 165.9613, 0.86614, -0.48819, -0.12598, 1.00, 0.48819, 0.87402, -0.03937, 1.00, 0.01917, 0.22534, 0.02962, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
727, 31062, 11.25263, 5.60775, 167.23717, 0.84252, -0.52756, -0.11811, 1.00, 0.53543, 0.84252, 0.06299, 1.00, 0.01917, 0.19897, 0.02962, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
728, 31059, 10.47417, 5.89966, 167.30795, 0.92913, -0.34646, -0.09449, 1.00, 0.35433, 0.93701, 0.05512, 1.00, 0.00655, 0.19897, 0.00877, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
729, 31060, 11.74164, 5.14506, 165.82133, 0.62992, -0.75591, -0.17323, 1.00, 0.75591, 0.64567, -0.10236, 1.00, 0.03561, 0.22534, 0.05676, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
730, 31061, 11.60062, 4.78967, 164.55229, -0.0315, -0.95276, -0.29134, 1.00, 0.88976, 0.10236, -0.44094, 1.00, 0.04834, 0.24988, 0.07776, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
731, 31063, 12.05641, 4.49965, 165.68463, 0.03937, -0.95276, -0.29921, 1.00, 0.95276, 0.12598, -0.27559, 1.00, 0.04834, 0.22534, 0.07776, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
732, 31064, 11.37461, 4.59219, 164.5336, -0.83465, -0.55118, -0.07087, 1.00, 0.50394, -0.69291, -0.51181, 1.00, 0.05579, 0.24988, 0.09003, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
733, 31063, 12.05641, 4.49965, 165.68463, 0.03937, -0.95276, -0.29921, 1.00, 0.95276, 0.12598, -0.27559, 1.00, 0.04834, 0.22534, 0.07776, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
734, 31061, 11.60062, 4.78967, 164.55229, -0.0315, -0.95276, -0.29134, 1.00, 0.88976, 0.10236, -0.44094, 1.00, 0.04834, 0.24988, 0.07776, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
735, 31065, 11.9999, 4.93619, 167.09477, 0.61417, -0.77165, -0.17323, 1.00, 0.77953, 0.62205, 0.01575, 1.00, 0.03561, 0.19897, 0.05676, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
736, 31057, 11.0266, 5.74408, 165.9613, 0.86614, -0.48819, -0.12598, 1.00, 0.48819, 0.87402, -0.03937, 1.00, 0.01917, 0.22534, 0.02962, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
737, 31060, 11.74164, 5.14506, 165.82133, 0.62992, -0.75591, -0.17323, 1.00, 0.75591, 0.64567, -0.10236, 1.00, 0.03561, 0.22534, 0.05676, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
738, 31057, 11.0266, 5.74408, 165.9613, 0.86614, -0.48819, -0.12598, 1.00, 0.48819, 0.87402, -0.03937, 1.00, 0.01917, 0.22534, 0.02962, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
739, 31065, 11.9999, 4.93619, 167.09477, 0.61417, -0.77165, -0.17323, 1.00, 0.77953, 0.62205, 0.01575, 1.00, 0.03561, 0.19897, 0.05676, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
740, 31062, 11.25263, 5.60775, 167.23717, 0.84252, -0.52756, -0.11811, 1.00, 0.53543, 0.84252, 0.06299, 1.00, 0.01917, 0.19897, 0.02962, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
741, 31066, 11.29256, 4.56759, 164.53542, -0.96063, -0.28346, 0.02362, 1.00, 0.24409, -0.85039, -0.45669, 1.00, 0.0618, 0.24988, 0.10004, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
742, 31067, 11.68831, 4.18609, 165.63168, -0.90551, -0.41732, 0.0315, 1.00, 0.37008, -0.84252, -0.3937, 1.00, 0.0618, 0.22534, 0.10004, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
743, 31064, 11.37461, 4.59219, 164.5336, -0.83465, -0.55118, -0.07087, 1.00, 0.50394, -0.69291, -0.51181, 1.00, 0.05579, 0.24988, 0.09003, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
744, 31068, 11.80699, 4.2404, 165.62752, -0.75591, -0.64567, -0.10236, 1.00, 0.62205, -0.66142, -0.40945, 1.00, 0.05579, 0.22534, 0.09003, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
745, 31064, 11.37461, 4.59219, 164.5336, -0.83465, -0.55118, -0.07087, 1.00, 0.50394, -0.69291, -0.51181, 1.00, 0.05579, 0.24988, 0.09003, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
746, 31067, 11.68831, 4.18609, 165.63168, -0.90551, -0.41732, 0.0315, 1.00, 0.37008, -0.84252, -0.3937, 1.00, 0.0618, 0.22534, 0.10004, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
747, 31063, 12.05641, 4.49965, 165.68463, 0.03937, -0.95276, -0.29921, 1.00, 0.95276, 0.12598, -0.27559, 1.00, 0.04834, 0.22534, 0.07776, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
748, 31064, 11.37461, 4.59219, 164.5336, -0.83465, -0.55118, -0.07087, 1.00, 0.50394, -0.69291, -0.51181, 1.00, 0.05579, 0.24988, 0.09003, 0.31982, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.60784, 0.32157, 0.07059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
749, 31068, 11.80699, 4.2404, 165.62752, -0.75591, -0.64567, -0.10236, 1.00, 0.62205, -0.66142, -0.40945, 1.00, 0.05579, 0.22534, 0.09003, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
750, 31067, 11.68831, 4.18609, 165.63168, -0.90551, -0.41732, 0.0315, 1.00, 0.37008, -0.84252, -0.3937, 1.00, 0.0618, 0.22534, 0.10004, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
751, 31069, 11.97792, 3.79036, 166.86449, -0.86614, -0.49606, 0.03937, 1.00, 0.46457, -0.83465, -0.30709, 1.00, 0.0618, 0.19897, 0.10004, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
752, 31068, 11.80699, 4.2404, 165.62752, -0.75591, -0.64567, -0.10236, 1.00, 0.62205, -0.66142, -0.40945, 1.00, 0.05579, 0.22534, 0.09003, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
753, 31070, 12.37414, 4.20457, 166.93469, 0.11811, -0.95276, -0.26772, 1.00, 0.97638, 0.15748, -0.13386, 1.00, 0.04834, 0.19897, 0.07776, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
754, 31060, 11.74164, 5.14506, 165.82133, 0.62992, -0.75591, -0.17323, 1.00, 0.75591, 0.64567, -0.10236, 1.00, 0.03561, 0.22534, 0.05676, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
755, 31063, 12.05641, 4.49965, 165.68463, 0.03937, -0.95276, -0.29921, 1.00, 0.95276, 0.12598, -0.27559, 1.00, 0.04834, 0.22534, 0.07776, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
756, 31068, 11.80699, 4.2404, 165.62752, -0.75591, -0.64567, -0.10236, 1.00, 0.62205, -0.66142, -0.40945, 1.00, 0.05579, 0.22534, 0.09003, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
757, 31070, 12.37414, 4.20457, 166.93469, 0.11811, -0.95276, -0.26772, 1.00, 0.97638, 0.15748, -0.13386, 1.00, 0.04834, 0.19897, 0.07776, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
758, 31063, 12.05641, 4.49965, 165.68463, 0.03937, -0.95276, -0.29921, 1.00, 0.95276, 0.12598, -0.27559, 1.00, 0.04834, 0.22534, 0.07776, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
759, 31060, 11.74164, 5.14506, 165.82133, 0.62992, -0.75591, -0.17323, 1.00, 0.75591, 0.64567, -0.10236, 1.00, 0.03561, 0.22534, 0.05676, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
760, 31070, 12.37414, 4.20457, 166.93469, 0.11811, -0.95276, -0.26772, 1.00, 0.97638, 0.15748, -0.13386, 1.00, 0.04834, 0.19897, 0.07776, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
761, 31065, 11.9999, 4.93619, 167.09477, 0.61417, -0.77165, -0.17323, 1.00, 0.77953, 0.62205, 0.01575, 1.00, 0.03561, 0.19897, 0.05676, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
762, 31071, 12.13747, 3.88147, 166.85745, -0.68504, -0.71654, -0.11024, 1.00, 0.70866, -0.62992, -0.32283, 1.00, 0.05579, 0.19897, 0.09003, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
763, 31068, 11.80699, 4.2404, 165.62752, -0.75591, -0.64567, -0.10236, 1.00, 0.62205, -0.66142, -0.40945, 1.00, 0.05579, 0.22534, 0.09003, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
764, 31069, 11.97792, 3.79036, 166.86449, -0.86614, -0.49606, 0.03937, 1.00, 0.46457, -0.83465, -0.30709, 1.00, 0.0618, 0.19897, 0.10004, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
765, 31070, 12.37414, 4.20457, 166.93469, 0.11811, -0.95276, -0.26772, 1.00, 0.97638, 0.15748, -0.13386, 1.00, 0.04834, 0.19897, 0.07776, 0.24268, 0.50196, 0.50196, 0.50196, 1.00, 4, 0, 5, 0, 0, 0, 0, 0, 0.51765, 0.38039, 0.10196, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
766, 31068, 11.80699, 4.2404, 165.62752, -0.75591, -0.64567, -0.10236, 1.00, 0.62205, -0.66142, -0.40945, 1.00, 0.05579, 0.22534, 0.09003, 0.28442, 0.50196, 0.50196, 0.50196, 1.00, 4, 5, 0, 0, 0, 0, 0, 0, 0.63529, 0.20392, 0.16078, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
