VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z, ATTRIBUTE9.x, ATTRIBUTE9.y, ATTRIBUTE9.z, ATTRIBUTE10.x, ATTRIBUTE10.y, ATTRIBUTE10.z
1117, 3207, 7.67498, -2.71598, 3.25062, -0.49606, -0.74016, -0.45669, 1.00, -0.70866, 0.03937, 0.70079, 1.00, 0.11719, 0.88525, 0.98039, 0.55294, 0.37255, 1.00, 6, 11, 7, 0, 0, 0, 0, 0, 0.72157, 0.20392, 0.07451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01082, -0.00061, -0.00429, 0.00014, 0.00607, -0.00032
1118, 3201, 7.97469, -2.79218, 3.67836, -0.51181, -0.65354, -0.55906, 1.00, -0.7874, 0.09449, 0.61417, 1.00, 0.09271, 0.9165, 0.98824, 0.5451, 0.40392, 1.00, 11, 6, 7, 10, 0, 0, 0, 0, 0.40, 0.35686, 0.20, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01943, 0.0018, -0.01305, 0.00442, 0.00211, 0.00503
1119, 3201, 7.97469, -2.79218, 3.67836, -0.51181, -0.65354, -0.55906, 1.00, -0.7874, 0.09449, 0.61417, 1.00, 0.09271, 0.9165, 0.98824, 0.5451, 0.40392, 1.00, 11, 6, 7, 10, 0, 0, 0, 0, 0.40, 0.35686, 0.20, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01943, 0.0018, -0.01305, 0.00442, 0.00211, 0.00503
1120, 3208, 7.81203, -2.10235, 3.49815, -0.5748, -0.3622, -0.73228, 1.00, -0.69291, -0.25197, 0.67717, 1.00, 0.09064, 0.85693, 0.97647, 0.59608, 0.39216, 1.00, 6, 11, 10, 0, 0, 0, 0, 0, 0.72941, 0.19216, 0.07843, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00648, -0.00091, -0.00428, -0.00021, 0.00358, 0.00078
1121, 3205, 8.11149, -2.20975, 3.84039, -0.55906, -0.29921, -0.77165, 1.00, -0.77165, -0.15748, 0.62205, 1.00, 0.06396, 0.87598, 0.98431, 0.58431, 0.41569, 1.00, 11, 6, 10, 7, 0, 0, 0, 0, 0.40784, 0.38431, 0.18431, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01244, 0.00066, -0.01096, 0.00325, 0.00075, 0.00399
1122, 3208, 7.81203, -2.10235, 3.49815, -0.5748, -0.3622, -0.73228, 1.00, -0.69291, -0.25197, 0.67717, 1.00, 0.09064, 0.85693, 0.97647, 0.59608, 0.39216, 1.00, 6, 11, 10, 0, 0, 0, 0, 0, 0.72941, 0.19216, 0.07843, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00648, -0.00091, -0.00428, -0.00021, 0.00358, 0.00078
1123, 3201, 7.97469, -2.79218, 3.67836, -0.51181, -0.65354, -0.55906, 1.00, -0.7874, 0.09449, 0.61417, 1.00, 0.09271, 0.9165, 0.98824, 0.5451, 0.40392, 1.00, 11, 6, 7, 10, 0, 0, 0, 0, 0.40, 0.35686, 0.20, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01943, 0.0018, -0.01305, 0.00442, 0.00211, 0.00503
1124, 3207, 7.67498, -2.71598, 3.25062, -0.49606, -0.74016, -0.45669, 1.00, -0.70866, 0.03937, 0.70079, 1.00, 0.11719, 0.88525, 0.98039, 0.55294, 0.37255, 1.00, 6, 11, 7, 0, 0, 0, 0, 0, 0.72157, 0.20392, 0.07451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01082, -0.00061, -0.00429, 0.00014, 0.00607, -0.00032
1125, 3205, 8.11149, -2.20975, 3.84039, -0.55906, -0.29921, -0.77165, 1.00, -0.77165, -0.15748, 0.62205, 1.00, 0.06396, 0.87598, 0.98431, 0.58431, 0.41569, 1.00, 11, 6, 10, 7, 0, 0, 0, 0, 0.40784, 0.38431, 0.18431, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01244, 0.00066, -0.01096, 0.00325, 0.00075, 0.00399
1126, 3209, 7.92342, -1.58219, 3.98578, -0.70866, 0.08661, -0.70079, 1.00, -0.61417, -0.56693, 0.55118, 1.00, 0.07635, 0.82568, 0.97647, 0.62745, 0.42745, 1.00, 6, 10, 11, 12, 0, 0, 0, 0, 0.72941, 0.14902, 0.09804, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00304, 0.00033, -0.00171, 0.00039, 0.00031, 0.00074
1127, 3141, 8.23026, -1.76114, 4.1549, -0.72441, 0.32283, -0.6063, 1.00, -0.67717, -0.48819, 0.55118, 1.00, 0.05151, 0.83496, 0.98431, 0.61176, 0.43922, 1.00, 6, 11, 10, 12, 0, 0, 0, 0, 0.37255, 0.29804, 0.29412, 0.03529, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00848, 0.00175, -0.00759, 0.00458, -0.00489, 0.00146
1128, 3209, 7.92342, -1.58219, 3.98578, -0.70866, 0.08661, -0.70079, 1.00, -0.61417, -0.56693, 0.55118, 1.00, 0.07635, 0.82568, 0.97647, 0.62745, 0.42745, 1.00, 6, 10, 11, 12, 0, 0, 0, 0, 0.72941, 0.14902, 0.09804, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00304, 0.00033, -0.00171, 0.00039, 0.00031, 0.00074
1129, 3205, 8.11149, -2.20975, 3.84039, -0.55906, -0.29921, -0.77165, 1.00, -0.77165, -0.15748, 0.62205, 1.00, 0.06396, 0.87598, 0.98431, 0.58431, 0.41569, 1.00, 11, 6, 10, 7, 0, 0, 0, 0, 0.40784, 0.38431, 0.18431, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01244, 0.00066, -0.01096, 0.00325, 0.00075, 0.00399
1130, 3208, 7.81203, -2.10235, 3.49815, -0.5748, -0.3622, -0.73228, 1.00, -0.69291, -0.25197, 0.67717, 1.00, 0.09064, 0.85693, 0.97647, 0.59608, 0.39216, 1.00, 6, 11, 10, 0, 0, 0, 0, 0, 0.72941, 0.19216, 0.07843, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00648, -0.00091, -0.00428, -0.00021, 0.00358, 0.00078
1131, 3210, 7.13321, -3.32531, 2.95215, -0.31496, -0.95276, -0.01575, 1.00, -0.40157, 0.11024, 0.90551, 1.00, 0.16797, 0.86963, 0.97255, 0.5098, 0.33725, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01431, 0.00285, 0.00002, 0.00525, 0.00168, 0.00219
1132, 3207, 7.67498, -2.71598, 3.25062, -0.49606, -0.74016, -0.45669, 1.00, -0.70866, 0.03937, 0.70079, 1.00, 0.11719, 0.88525, 0.98039, 0.55294, 0.37255, 1.00, 6, 11, 7, 0, 0, 0, 0, 0, 0.72157, 0.20392, 0.07451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01082, -0.00061, -0.00429, 0.00014, 0.00607, -0.00032
1133, 3204, 7.50816, -3.41959, 3.21527, -0.3622, -0.92913, -0.05512, 1.00, -0.68504, 0.22047, 0.69291, 1.00, 0.16016, 0.90234, 0.98039, 0.50196, 0.36471, 1.00, 6, 7, 11, 0, 0, 0, 0, 0, 0.75294, 0.21569, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01395, 0.00256, -0.00329, 0.00138, 0.00165, 0.00089
1134, 3200, 7.30102, -4.10991, 3.31257, -0.14173, -0.92126, 0.35433, 1.00, -0.64567, 0.3622, 0.66929, 1.00, 0.20276, 0.89893, 0.98039, 0.44706, 0.36863, 1.00, 6, 7, 8, 0, 0, 0, 0, 0, 0.72941, 0.14118, 0.12941, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01219, 0.0057, -0.00387, 0.00031, -0.00244, 0.00145
1135, 3210, 7.13321, -3.32531, 2.95215, -0.31496, -0.95276, -0.01575, 1.00, -0.40157, 0.11024, 0.90551, 1.00, 0.16797, 0.86963, 0.97255, 0.5098, 0.33725, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01431, 0.00285, 0.00002, 0.00525, 0.00168, 0.00219
1136, 3204, 7.50816, -3.41959, 3.21527, -0.3622, -0.92913, -0.05512, 1.00, -0.68504, 0.22047, 0.69291, 1.00, 0.16016, 0.90234, 0.98039, 0.50196, 0.36471, 1.00, 6, 7, 11, 0, 0, 0, 0, 0, 0.75294, 0.21569, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01395, 0.00256, -0.00329, 0.00138, 0.00165, 0.00089
1137, 3211, 7.36394, -2.59671, 3.03084, -0.6063, -0.69291, -0.38583, 1.00, -0.3937, -0.16535, 0.90551, 1.00, 0.1355, 0.8623, 0.97255, 0.56471, 0.34902, 1.00, 6, 11, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00725, -0.00266, -0.00254, 0.00199, 0.00341, 0.0016
1138, 3208, 7.81203, -2.10235, 3.49815, -0.5748, -0.3622, -0.73228, 1.00, -0.69291, -0.25197, 0.67717, 1.00, 0.09064, 0.85693, 0.97647, 0.59608, 0.39216, 1.00, 6, 11, 10, 0, 0, 0, 0, 0, 0.72941, 0.19216, 0.07843, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00648, -0.00091, -0.00428, -0.00021, 0.00358, 0.00078
1139, 3207, 7.67498, -2.71598, 3.25062, -0.49606, -0.74016, -0.45669, 1.00, -0.70866, 0.03937, 0.70079, 1.00, 0.11719, 0.88525, 0.98039, 0.55294, 0.37255, 1.00, 6, 11, 7, 0, 0, 0, 0, 0, 0.72157, 0.20392, 0.07451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01082, -0.00061, -0.00429, 0.00014, 0.00607, -0.00032
1140, 3207, 7.67498, -2.71598, 3.25062, -0.49606, -0.74016, -0.45669, 1.00, -0.70866, 0.03937, 0.70079, 1.00, 0.11719, 0.88525, 0.98039, 0.55294, 0.37255, 1.00, 6, 11, 7, 0, 0, 0, 0, 0, 0.72157, 0.20392, 0.07451, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01082, -0.00061, -0.00429, 0.00014, 0.00607, -0.00032
1141, 3210, 7.13321, -3.32531, 2.95215, -0.31496, -0.95276, -0.01575, 1.00, -0.40157, 0.11024, 0.90551, 1.00, 0.16797, 0.86963, 0.97255, 0.5098, 0.33725, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01431, 0.00285, 0.00002, 0.00525, 0.00168, 0.00219
1142, 3211, 7.36394, -2.59671, 3.03084, -0.6063, -0.69291, -0.38583, 1.00, -0.3937, -0.16535, 0.90551, 1.00, 0.1355, 0.8623, 0.97255, 0.56471, 0.34902, 1.00, 6, 11, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00725, -0.00266, -0.00254, 0.00199, 0.00341, 0.0016
1143, 3208, 7.81203, -2.10235, 3.49815, -0.5748, -0.3622, -0.73228, 1.00, -0.69291, -0.25197, 0.67717, 1.00, 0.09064, 0.85693, 0.97647, 0.59608, 0.39216, 1.00, 6, 11, 10, 0, 0, 0, 0, 0, 0.72941, 0.19216, 0.07843, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00648, -0.00091, -0.00428, -0.00021, 0.00358, 0.00078
1144, 3211, 7.36394, -2.59671, 3.03084, -0.6063, -0.69291, -0.38583, 1.00, -0.3937, -0.16535, 0.90551, 1.00, 0.1355, 0.8623, 0.97255, 0.56471, 0.34902, 1.00, 6, 11, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00725, -0.00266, -0.00254, 0.00199, 0.00341, 0.0016
1145, 3212, 7.54441, -1.97521, 3.31844, -0.77953, -0.31496, -0.54331, 1.00, -0.33858, -0.52756, 0.77953, 1.00, 0.1106, 0.84277, 0.97255, 0.61176, 0.37255, 1.00, 6, 11, 10, 0, 0, 0, 0, 0, 0.79216, 0.16863, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00631, -0.00151, -0.00331, 0.00203, 0.0006, 0.00142
1146, 3212, 7.54441, -1.97521, 3.31844, -0.77953, -0.31496, -0.54331, 1.00, -0.33858, -0.52756, 0.77953, 1.00, 0.1106, 0.84277, 0.97255, 0.61176, 0.37255, 1.00, 6, 11, 10, 0, 0, 0, 0, 0, 0.79216, 0.16863, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00631, -0.00151, -0.00331, 0.00203, 0.0006, 0.00142
1147, 3209, 7.92342, -1.58219, 3.98578, -0.70866, 0.08661, -0.70079, 1.00, -0.61417, -0.56693, 0.55118, 1.00, 0.07635, 0.82568, 0.97647, 0.62745, 0.42745, 1.00, 6, 10, 11, 12, 0, 0, 0, 0, 0.72941, 0.14902, 0.09804, 0.02353, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00304, 0.00033, -0.00171, 0.00039, 0.00031, 0.00074
1148, 3208, 7.81203, -2.10235, 3.49815, -0.5748, -0.3622, -0.73228, 1.00, -0.69291, -0.25197, 0.67717, 1.00, 0.09064, 0.85693, 0.97647, 0.59608, 0.39216, 1.00, 6, 11, 10, 0, 0, 0, 0, 0, 0.72941, 0.19216, 0.07843, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00648, -0.00091, -0.00428, -0.00021, 0.00358, 0.00078
1149, 3210, 7.13321, -3.32531, 2.95215, -0.31496, -0.95276, -0.01575, 1.00, -0.40157, 0.11024, 0.90551, 1.00, 0.16797, 0.86963, 0.97255, 0.5098, 0.33725, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01431, 0.00285, 0.00002, 0.00525, 0.00168, 0.00219
1150, 3200, 7.30102, -4.10991, 3.31257, -0.14173, -0.92126, 0.35433, 1.00, -0.64567, 0.3622, 0.66929, 1.00, 0.20276, 0.89893, 0.98039, 0.44706, 0.36863, 1.00, 6, 7, 8, 0, 0, 0, 0, 0, 0.72941, 0.14118, 0.12941, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01219, 0.0057, -0.00387, 0.00031, -0.00244, 0.00145
1151, 3213, 6.86727, -4.08175, 3.01772, -0.0315, -0.94488, 0.33071, 1.00, -0.37008, 0.31496, 0.87402, 1.00, 0.19983, 0.8623, 0.96863, 0.44706, 0.34118, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00785, 0.00853, -0.00163, 0.0035, -0.00454, 0.00299
1152, 3196, 7.0379, -4.74096, 3.48017, 0.07874, -0.71654, 0.69291, 1.00, -0.55118, 0.55118, 0.62992, 1.00, 0.24268, 0.87256, 0.97647, 0.40, 0.38039, 1.00, 6, 8, 7, 0, 0, 0, 0, 0, 0.73725, 0.2549, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00974, 0.00801, -0.00625, 0.00051, -0.00362, 0.00329
1153, 3213, 6.86727, -4.08175, 3.01772, -0.0315, -0.94488, 0.33071, 1.00, -0.37008, 0.31496, 0.87402, 1.00, 0.19983, 0.8623, 0.96863, 0.44706, 0.34118, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00785, 0.00853, -0.00163, 0.0035, -0.00454, 0.00299
1154, 3200, 7.30102, -4.10991, 3.31257, -0.14173, -0.92126, 0.35433, 1.00, -0.64567, 0.3622, 0.66929, 1.00, 0.20276, 0.89893, 0.98039, 0.44706, 0.36863, 1.00, 6, 7, 8, 0, 0, 0, 0, 0, 0.72941, 0.14118, 0.12941, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01219, 0.0057, -0.00387, 0.00031, -0.00244, 0.00145
1155, 3210, 7.13321, -3.32531, 2.95215, -0.31496, -0.95276, -0.01575, 1.00, -0.40157, 0.11024, 0.90551, 1.00, 0.16797, 0.86963, 0.97255, 0.5098, 0.33725, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01431, 0.00285, 0.00002, 0.00525, 0.00168, 0.00219
1156, 3214, 6.78344, -2.48916, 2.8891, -0.55906, -0.77165, -0.30709, 1.00, -0.08661, -0.30709, 0.94488, 1.00, 0.15027, 0.84521, 0.96078, 0.58039, 0.32941, 1.00, 6, 11, 0, 0, 0, 0, 0, 0, 0.72941, 0.27059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00982, -0.00516, -0.00128, 0.00428, 0.00326, 0.00144
1157, 3211, 7.36394, -2.59671, 3.03084, -0.6063, -0.69291, -0.38583, 1.00, -0.3937, -0.16535, 0.90551, 1.00, 0.1355, 0.8623, 0.97255, 0.56471, 0.34902, 1.00, 6, 11, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00725, -0.00266, -0.00254, 0.00199, 0.00341, 0.0016
1158, 3213, 6.86727, -4.08175, 3.01772, -0.0315, -0.94488, 0.33071, 1.00, -0.37008, 0.31496, 0.87402, 1.00, 0.19983, 0.8623, 0.96863, 0.44706, 0.34118, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00785, 0.00853, -0.00163, 0.0035, -0.00454, 0.00299
1159, 3196, 7.0379, -4.74096, 3.48017, 0.07874, -0.71654, 0.69291, 1.00, -0.55118, 0.55118, 0.62992, 1.00, 0.24268, 0.87256, 0.97647, 0.40, 0.38039, 1.00, 6, 8, 7, 0, 0, 0, 0, 0, 0.73725, 0.2549, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00974, 0.00801, -0.00625, 0.00051, -0.00362, 0.00329
1160, 3215, 6.59411, -4.76831, 3.24868, 0.17323, -0.77165, 0.61417, 1.00, -0.27559, 0.55906, 0.77953, 1.00, 0.22485, 0.84326, 0.96471, 0.38824, 0.35294, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.78431, 0.21569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00852, 0.00837, -0.00357, 0.00453, -0.0033, 0.00375
1161, 3193, 6.78288, -5.24298, 3.8921, 0.31496, -0.40945, 0.85827, 1.00, -0.4252, 0.74803, 0.51181, 1.00, 0.25977, 0.84473, 0.96863, 0.35294, 0.40784, 1.00, 6, 8, 9, 0, 0, 0, 0, 0, 0.76078, 0.1451, 0.09412, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00506, 0.00379, -0.0045, 0.0011, -0.003, 0.00492
1162, 3215, 6.59411, -4.76831, 3.24868, 0.17323, -0.77165, 0.61417, 1.00, -0.27559, 0.55906, 0.77953, 1.00, 0.22485, 0.84326, 0.96471, 0.38824, 0.35294, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.78431, 0.21569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00852, 0.00837, -0.00357, 0.00453, -0.0033, 0.00375
1163, 3196, 7.0379, -4.74096, 3.48017, 0.07874, -0.71654, 0.69291, 1.00, -0.55118, 0.55118, 0.62992, 1.00, 0.24268, 0.87256, 0.97647, 0.40, 0.38039, 1.00, 6, 8, 7, 0, 0, 0, 0, 0, 0.73725, 0.2549, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00974, 0.00801, -0.00625, 0.00051, -0.00362, 0.00329
1164, 3213, 6.86727, -4.08175, 3.01772, -0.0315, -0.94488, 0.33071, 1.00, -0.37008, 0.31496, 0.87402, 1.00, 0.19983, 0.8623, 0.96863, 0.44706, 0.34118, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00785, 0.00853, -0.00163, 0.0035, -0.00454, 0.00299
1165, 3216, 6.57042, -3.21855, 2.75378, -0.15748, -0.98425, -0.01575, 1.00, -0.07874, -0.00787, 1.00, 1.00, 0.17529, 0.8457, 0.96078, 0.52157, 0.3098, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.72941, 0.27059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01926, 0.00356, 0.0054, 0.00296, -0.0006, 0.00007
1166, 3210, 7.13321, -3.32531, 2.95215, -0.31496, -0.95276, -0.01575, 1.00, -0.40157, 0.11024, 0.90551, 1.00, 0.16797, 0.86963, 0.97255, 0.5098, 0.33725, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01431, 0.00285, 0.00002, 0.00525, 0.00168, 0.00219
1167, 3214, 6.78344, -2.48916, 2.8891, -0.55906, -0.77165, -0.30709, 1.00, -0.08661, -0.30709, 0.94488, 1.00, 0.15027, 0.84521, 0.96078, 0.58039, 0.32941, 1.00, 6, 11, 0, 0, 0, 0, 0, 0, 0.72941, 0.27059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00982, -0.00516, -0.00128, 0.00428, 0.00326, 0.00144
1168, 3210, 7.13321, -3.32531, 2.95215, -0.31496, -0.95276, -0.01575, 1.00, -0.40157, 0.11024, 0.90551, 1.00, 0.16797, 0.86963, 0.97255, 0.5098, 0.33725, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01431, 0.00285, 0.00002, 0.00525, 0.00168, 0.00219
1169, 3216, 6.57042, -3.21855, 2.75378, -0.15748, -0.98425, -0.01575, 1.00, -0.07874, -0.00787, 1.00, 1.00, 0.17529, 0.8457, 0.96078, 0.52157, 0.3098, 1.00, 6, 7, 0, 0, 0, 0, 0, 0, 0.72941, 0.27059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01926, 0.00356, 0.0054, 0.00296, -0.0006, 0.00007
1170, 3215, 6.59411, -4.76831, 3.24868, 0.17323, -0.77165, 0.61417, 1.00, -0.27559, 0.55906, 0.77953, 1.00, 0.22485, 0.84326, 0.96471, 0.38824, 0.35294, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.78431, 0.21569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00852, 0.00837, -0.00357, 0.00453, -0.0033, 0.00375
1171, 3217, 6.34316, -3.98781, 2.83328, 0.07087, -0.9685, 0.24409, 1.00, -0.00787, 0.24409, 0.9685, 1.00, 0.19824, 0.83789, 0.96078, 0.45098, 0.3098, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.72941, 0.27059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01027, 0.01269, 0.00096, 0.00271, -0.00425, 0.00106
1172, 3213, 6.86727, -4.08175, 3.01772, -0.0315, -0.94488, 0.33071, 1.00, -0.37008, 0.31496, 0.87402, 1.00, 0.19983, 0.8623, 0.96863, 0.44706, 0.34118, 1.00, 6, 8, 0, 0, 0, 0, 0, 0, 0.78824, 0.21176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00785, 0.00853, -0.00163, 0.0035, -0.00454, 0.00299
